experience_id,employee_id,agency_name,agency_name_normalized,project_name,project_role,discipline,project_type,location_state,year_start,year_end,is_recent_5yr,is_lead_role,contract_value_musd,evidence_quote,source_file_path,last_verified,verified_by,status,notes
EXP-00525,EMP-0095,County/Municipal DOT,County/Municipal DOT,,,civil,coating inspection,CT,,,Unknown,Unknown,,"[experience_summary] Natallia is serving as Site Safety Officer. This project is implementing the approved Stormwater Pollution Prevention Plan (SWPP) for installation of sediment trap, construction d",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master KavaleuskayaN.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00526,EMP-0095,PANYNJ,PANYNJ,,,civil,coating inspection,CT,,,Unknown,Unknown,,"[experience_summary] Natallia is serving as Site Safety Officer. This project is implementing the approved Stormwater Pollution Prevention Plan (SWPP) for installation of sediment trap, construction d",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master KavaleuskayaN.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00527,EMP-0095,Port Authority,Port Authority,,,civil,coating inspection,CT,,,Unknown,Unknown,,"[experience_summary] Natallia is serving as Site Safety Officer. This project is implementing the approved Stormwater Pollution Prevention Plan (SWPP) for installation of sediment trap, construction d",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master KavaleuskayaN.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00528,EMP-0096,County/Municipal DOT,County/Municipal DOT,,Project Manager,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] NYCDEP, Concrete Inspection, New York, NY - Concrete Field Technician/Assistant Concrete Technologist/Lab Technician. Responsible for performing concrete field inspections; verify",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\HallahanK_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00529,EMP-0096,NYCDOT,NYCDOT,,Project Manager,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] NYCDEP, Concrete Inspection, New York, NY - Concrete Field Technician/Assistant Concrete Technologist/Lab Technician. Responsible for performing concrete field inspections; verify",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\HallahanK_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00530,EMP-0096,PANYNJ,PANYNJ,,Project Manager,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] NYCDEP, Concrete Inspection, New York, NY - Concrete Field Technician/Assistant Concrete Technologist/Lab Technician. Responsible for performing concrete field inspections; verify",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\HallahanK_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00531,EMP-0096,County/Municipal DOT,County/Municipal DOT,,Project Manager,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] NYCDEP, Concrete Inspection, New York, NY - Concrete Field Technician/Assistant Concrete Technologist/Lab Technician. Responsible for performing concrete field inspections; verify",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\HallahanK_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00532,EMP-0096,PANYNJ,PANYNJ,,Project Manager,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] NYCDEP, Concrete Inspection, New York, NY - Concrete Field Technician/Assistant Concrete Technologist/Lab Technician. Responsible for performing concrete field inspections; verify",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\HallahanK_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00533,EMP-0096,Port Authority,Port Authority,,Project Manager,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] NYCDEP, Concrete Inspection, New York, NY - Concrete Field Technician/Assistant Concrete Technologist/Lab Technician. Responsible for performing concrete field inspections; verify",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\HallahanK_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00534,EMP-0097,MTA,MTA,,Bridge Engineer,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] New York City School Construction Authority (NYCSCA), Building K748 Interior 3D Scanning and Revit Model, Brooklyn, NY - Ms. Dahrieh was responsible for developing a BIM model of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Hariet Dahrieh - CAD Operator.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00535,EMP-0097,NYCDDC,NYCDDC,,Bridge Engineer,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] New York City School Construction Authority (NYCSCA), Building K748 Interior 3D Scanning and Revit Model, Brooklyn, NY - Ms. Dahrieh was responsible for developing a BIM model of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Hariet Dahrieh - CAD Operator.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00536,EMP-0097,PANYNJ,PANYNJ,,Bridge Engineer,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] New York City School Construction Authority (NYCSCA), Building K748 Interior 3D Scanning and Revit Model, Brooklyn, NY - Ms. Dahrieh was responsible for developing a BIM model of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Hariet Dahrieh - CAD Operator.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00537,EMP-0097,PANYNJ,PANYNJ,,Bridge Engineer,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] New York City School Construction Authority (NYCSCA), Building K748 Interior 3D Scanning and Revit Model, Brooklyn, NY - Ms. Dahrieh was responsible for developing a BIM model of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Hariet Dahrieh - CAD Operator.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00538,EMP-0097,Port Authority,Port Authority,,Bridge Engineer,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] New York City School Construction Authority (NYCSCA), Building K748 Interior 3D Scanning and Revit Model, Brooklyn, NY - Ms. Dahrieh was responsible for developing a BIM model of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Hariet Dahrieh - CAD Operator.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00539,EMP-0098,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00540,EMP-0098,MTA,MTA,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00541,EMP-0098,NJ Transit,NJ Transit,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00542,EMP-0098,NJDOT,NJDOT,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00543,EMP-0098,NJTA/Turnpike,NJTA/Turnpike,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00544,EMP-0098,NYCDDC,NYCDDC,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00545,EMP-0098,NYCDOT,NYCDOT,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00546,EMP-0098,NYSDOT,NYSDOT,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00547,EMP-0098,PANYNJ,PANYNJ,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00548,EMP-0098,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00549,EMP-0098,NJTA/Turnpike,NJTA/Turnpike,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00550,EMP-0098,PANYNJ,PANYNJ,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00551,EMP-0098,Port Authority,Port Authority,,Project Manager,CM/CI,bridge rehabilitation,NJ,,,Unknown,Unknown,,"[experience_summary] PANYNJ, Passerelle Bridge Reconstruction - as subconsultant to WSP, was Project Engineer for the design of a two-span bridge over Meridian Road for the proposed Passerelle Bridge,",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\20250811_Master HarriottT.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00552,EMP-0099,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,civil,QA/QC,NY,,,Unknown,Unknown,,"[experience_summary] Metropolitan Transportation Authority (MTA) Construction & Development (MTA C&D), Construction Quality Control Inspection Services for ADA Upgrades at 13 MTA Stations, Queens, Bro",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Hatem Elsissi_KSE.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00553,EMP-0099,MTA,MTA,,Resident Engineer,civil,QA/QC,NY,,,Unknown,Unknown,,"[experience_summary] Metropolitan Transportation Authority (MTA) Construction & Development (MTA C&D), Construction Quality Control Inspection Services for ADA Upgrades at 13 MTA Stations, Queens, Bro",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Hatem Elsissi_KSE.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00554,EMP-0099,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,civil,QA/QC,NY,,,Unknown,Unknown,,"[experience_summary] Metropolitan Transportation Authority (MTA) Construction & Development (MTA C&D), Construction Quality Control Inspection Services for ADA Upgrades at 13 MTA Stations, Queens, Bro",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Hatem Elsissi_KSE.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00555,EMP-0100,PANYNJ,PANYNJ,,Construction Manager,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Special Inspection Services for The New Terminal One at John F. Kennedy International Airport, Queens, NY - Manager of Special ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\HeppardI_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00556,EMP-0100,PANYNJ,PANYNJ,,Construction Manager,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Special Inspection Services for The New Terminal One at John F. Kennedy International Airport, Queens, NY - Manager of Special ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\HeppardI_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00557,EMP-0100,Port Authority,Port Authority,,Construction Manager,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Special Inspection Services for The New Terminal One at John F. Kennedy International Airport, Queens, NY - Manager of Special ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\HeppardI_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00558,EMP-0101,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00559,EMP-0101,NJ Transit,NJ Transit,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00560,EMP-0101,NJDOT,NJDOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00561,EMP-0101,NJTA/Turnpike,NJTA/Turnpike,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00562,EMP-0101,NYSDOT,NYSDOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00563,EMP-0101,PANYNJ,PANYNJ,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00564,EMP-0101,PennDOT,PennDOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00565,EMP-0101,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00566,EMP-0101,NJTA/Turnpike,NJTA/Turnpike,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00567,EMP-0101,PANYNJ,PANYNJ,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00568,EMP-0101,PennDOT,PennDOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00569,EMP-0101,Port Authority,Port Authority,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] NJTA, Contract No. P200.134, GSP Widening, MP 70.0 to 75.0 - Senior Construction Inspector. This $31.3M project provided for the construction of additional lanes and shoulders tot",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master HerrmannJ_4.20.23.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00570,EMP-0102,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,CM/CI,construction inspection,NY,,,Unknown,Unknown,,"[experience_summary] New York State Thruway Authority (NYSTA), Tappan Zee Bridge, South Nyack and Tarrytown, NY - QA Inspector. Provided batch plant inspection and field testing on water to ensure tha",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\VenturaL_Resume_Jr Inspector_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00571,EMP-0102,NYSDOT,NYSDOT,,Resident Engineer,CM/CI,construction inspection,NY,,,Unknown,Unknown,,"[experience_summary] New York State Thruway Authority (NYSTA), Tappan Zee Bridge, South Nyack and Tarrytown, NY - QA Inspector. Provided batch plant inspection and field testing on water to ensure tha",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\VenturaL_Resume_Jr Inspector_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00572,EMP-0102,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,CM/CI,construction inspection,NY,,,Unknown,Unknown,,"[experience_summary] New York State Thruway Authority (NYSTA), Tappan Zee Bridge, South Nyack and Tarrytown, NY - QA Inspector. Provided batch plant inspection and field testing on water to ensure tha",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\VenturaL_Resume_Jr Inspector_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00573,EMP-0103,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,CM/CI,construction inspection,NY,,,Unknown,Unknown,,"[experience_summary] New York State Thruway Authority (NYSTA), Tappan Zee Bridge, South Nyack and Tarrytown, NY - QA Inspector. Provided batch plant inspection and field testing on water to ensure tha",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\VenturaL_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00574,EMP-0103,NYSDOT,NYSDOT,,Resident Engineer,CM/CI,construction inspection,NY,,,Unknown,Unknown,,"[experience_summary] New York State Thruway Authority (NYSTA), Tappan Zee Bridge, South Nyack and Tarrytown, NY - QA Inspector. Provided batch plant inspection and field testing on water to ensure tha",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\VenturaL_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00575,EMP-0103,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,CM/CI,construction inspection,NY,,,Unknown,Unknown,,"[experience_summary] New York State Thruway Authority (NYSTA), Tappan Zee Bridge, South Nyack and Tarrytown, NY - QA Inspector. Provided batch plant inspection and field testing on water to ensure tha",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\VenturaL_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00576,EMP-0104,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad Hudson Line Tunnel Inspection, Evaluation and Design of Repairs – Civil Construction Inspector responsible for providing inspections on Metro North’s Huds",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master GuirguisB.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00577,EMP-0104,MTA,MTA,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad Hudson Line Tunnel Inspection, Evaluation and Design of Repairs – Civil Construction Inspector responsible for providing inspections on Metro North’s Huds",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master GuirguisB.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00578,EMP-0104,NJ Transit,NJ Transit,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad Hudson Line Tunnel Inspection, Evaluation and Design of Repairs – Civil Construction Inspector responsible for providing inspections on Metro North’s Huds",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master GuirguisB.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00579,EMP-0104,NYSDOT,NYSDOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad Hudson Line Tunnel Inspection, Evaluation and Design of Repairs – Civil Construction Inspector responsible for providing inspections on Metro North’s Huds",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master GuirguisB.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00580,EMP-0104,USACE,USACE,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad Hudson Line Tunnel Inspection, Evaluation and Design of Repairs – Civil Construction Inspector responsible for providing inspections on Metro North’s Huds",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master GuirguisB.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00581,EMP-0104,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad Hudson Line Tunnel Inspection, Evaluation and Design of Repairs – Civil Construction Inspector responsible for providing inspections on Metro North’s Huds",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master GuirguisB.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00582,EMP-0105,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Mr. Angulo has more than 25 years of experience, including Senior Inspector Resident Engineer and Office Engineer in construction inspection, field inspection, and office engineer",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Angulo resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00583,EMP-0105,MTA,MTA,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Mr. Angulo has more than 25 years of experience, including Senior Inspector Resident Engineer and Office Engineer in construction inspection, field inspection, and office engineer",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Angulo resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00584,EMP-0105,NYCDDC,NYCDDC,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Mr. Angulo has more than 25 years of experience, including Senior Inspector Resident Engineer and Office Engineer in construction inspection, field inspection, and office engineer",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Angulo resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00585,EMP-0105,NYCDOT,NYCDOT,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Mr. Angulo has more than 25 years of experience, including Senior Inspector Resident Engineer and Office Engineer in construction inspection, field inspection, and office engineer",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Angulo resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00586,EMP-0105,PANYNJ,PANYNJ,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Mr. Angulo has more than 25 years of experience, including Senior Inspector Resident Engineer and Office Engineer in construction inspection, field inspection, and office engineer",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Angulo resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00587,EMP-0105,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Mr. Angulo has more than 25 years of experience, including Senior Inspector Resident Engineer and Office Engineer in construction inspection, field inspection, and office engineer",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Angulo resume.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00588,EMP-0105,PANYNJ,PANYNJ,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Mr. Angulo has more than 25 years of experience, including Senior Inspector Resident Engineer and Office Engineer in construction inspection, field inspection, and office engineer",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Angulo resume.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
